,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure,attend_college,Exec_id,Exec_draft_exp
2853,Josh Grant,0,0,1993,43,DEN,University of Utah,1,53,382,157,89,24,0.404,0.279,0.759,7.2,3,1.7,0.5,0.5,0.06,-2.8,-0.1,Bernie Bickerstaff,2406 days 00:00:00.000000000,1,39,20
2901,Jalen Rose,0,0,1994,13,DEN,University of Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.3,11.9,Bernie Bickerstaff,2406 days 00:00:00.000000000,1,39,21
2953,Brent Barry,0,0,1995,15,DEN,Oregon State University,14,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,2.6,27.2,Bernie Bickerstaff,2406 days 00:00:00.000000000,1,39,22
2954,Anthony Pelle,0,0,1995,44,DEN,"California State University, Fresno",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bernie Bickerstaff,2406 days 00:00:00.000000000,1,39,22
3002,Efthimi Rentzias,0,0,1996,23,DEN,0,1,35,144,52,26,7,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.058,-4.7,-0.1,Bernie Bickerstaff,2406 days 00:00:00.000000000,0,39,23
3003,Jeff McInnis,0,0,1996,37,DEN,University of North Carolina,11,576,15927,5396,1170,2514,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07,-2.6,-2.5,Bernie Bickerstaff,2406 days 00:00:00.000000000,1,39,23
3362,Emeka Okafor,0,0,2004,2,CHA,University of Connecticut,9,590,18702,7256,5847,512,0.512,0,0.584,31.7,12.3,9.9,0.9,44.3,0.114,-0.4,7.5,Bernie Bickerstaff,1323 days 00:00:00.000000000,1,39,18
3363,Bernard Robinson,0,0,2004,45,CHA,University of Michigan,3,128,1909,576,315,126,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,-2,0,Bernie Bickerstaff,1323 days 00:00:00.000000000,1,39,18
3423,Raymond Felton,0,0,2005,5,CHA,University of North Carolina,11,776,25385,9608,2459,4650,0.412,0.327,0.789,32.7,12.4,3.2,6,35.3,0.067,-0.4,10,Bernie Bickerstaff,1323 days 00:00:00.000000000,1,39,16
3424,Sean May,0,0,2005,13,CHA,University of North Carolina,4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-2.4,-0.2,Bernie Bickerstaff,1323 days 00:00:00.000000000,1,39,16
3470,Adam Morrison,0,0,2006,3,CHA,Gonzaga University,3,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.5,-2.9,Bernie Bickerstaff,1323 days 00:00:00.000000000,1,39,24
3471,Ryan Hollins,0,0,2006,50,CHA,"University of California, Los Angeles",10,518,6134,1913,1140,151,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-2.6,-1,Bernie Bickerstaff,1323 days 00:00:00.000000000,1,39,24
712,Jacky Dorsey,0,0,1976,26,UTA,University of Georgia,3,60,449,143,141,16,0.389,0,0.544,7.5,2.4,2.4,0.3,0.3,0.031,-6.2,-0.5,Bill Bertka,881 days 00:00:00.000000000,1,77,2
713,Steve Copp,0,0,1976,42,UTA,San Diego State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,1,77,2
714,John Service,0,0,1976,58,UTA,"University of California, Santa Barbara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,1,77,2
715,Paul Griffin,0,0,1976,74,UTA,Western Michigan University,7,480,10053,2443,2650,1116,0.505,0,0.692,20.9,5.1,5.5,2.3,19.6,0.094,1.6,9.1,Bill Bertka,881 days 00:00:00.000000000,1,77,2
716,Barnard Tomlin,0,0,1976,94,UTA,Hofstra University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,1,77,2
717,Andy Walker,0,0,1976,111,UTA,Niagara University,1,40,438,180,75,32,0.462,0,0.766,11,4.5,1.9,0.8,0.7,0.081,-2.4,0,Bill Bertka,881 days 00:00:00.000000000,1,77,2
718,Richard Bryant,0,0,1976,128,UTA,Texas State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,1,77,2
719,Calvin Robinson,0,0,1976,148,UTA,Mississippi Valley State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,1,77,2
720,Art Johnson,0,0,1976,164,UTA,Iowa State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,1,77,2
1192,Greg Kelser,0,0,1979,4,DET,Michigan State University,6,305,6032,2961,1402,411,0.486,0.167,0.686,19.8,9.7,4.6,1.3,8.6,0.069,-0.8,1.9,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1193,Roy Hamilton,0,0,1979,10,DET,"University of California, Los Angeles",2,73,1121,336,110,192,0.4,0,0.684,15.4,4.6,1.5,2.6,-0.4,-0.017,-5.8,-1.1,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1194,Phil Hubbard,0,0,1979,15,DET,University of Michigan,10,665,15863,7228,3538,857,0.495,0.038,0.706,23.9,10.9,5.3,1.3,29,0.088,-0.7,5.3,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1195,Tony Price,0,0,1979,29,DET,University of Pennsylvania,1,5,29,4,0,3,0.286,0,0,5.8,0.8,0,0.6,-0.1,-0.089,-10.6,-0.1,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1196,Terry Duerod,0,0,1979,48,DET,University of Detroit Mercy,4,143,1977,961,160,170,0.462,0.329,0.672,13.8,6.7,1.1,1.2,1,0.023,-4.9,-1.5,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1197,Flintie Ray Williams,0,0,1979,92,DET,"University of Nevada, Las Vegas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1198,Truman Claytor,0,0,1979,111,DET,University of Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1199,Ken Jones,0,0,1979,132,DET,Saint Mary's College of California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1200,Rodney Lee,0,0,1979,150,DET,University of Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1201,Val Bracey,0,0,1979,170,DET,Central Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,1,91,5
1202,Willie Polk,0,0,1979,187,DET,Grand Canyon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,1,91,5
675,Chuckie Williams,0,0,1976,15,CLE,Kansas State University,1,22,65,37,4,7,0.298,0,0.75,3,1.7,0.2,0.3,-0.2,-0.137,-11.5,-0.2,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
676,Mo Howard,0,0,1976,32,CLE,University of Maryland,1,32,345,152,39,42,0.485,0,0.686,10.8,4.8,1.2,1.3,0.6,0.084,-0.5,0.1,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
677,Gary Cole,0,0,1976,50,CLE,University of Wisconsin-Parkside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
678,John Engles,0,0,1976,66,CLE,University of Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
679,Edmund Lawrence,0,0,1976,84,CLE,McNeese State University,1,3,19,12,4,1,0.625,0,0.5,6.3,4,1.3,0.3,0.1,0.201,1,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
680,Harry Davis,0,0,1976,102,CLE,Morris Brown College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
681,Johnny Britt,0,0,1976,120,CLE,Western Kentucky University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
682,Dale Koehler,0,0,1976,123,CLE,University of Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
683,Tim Sisneros,0,0,1976,138,CLE,Middle Tennessee State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
685,Elisha McSweeney,0,0,1976,171,CLE,"Minnesota State University, Mankato",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,2
752,Harry Davis,0,0,1978,33,CLE,Florida State University,2,44,424,175,72,16,0.436,0,0.689,9.6,4,1.6,0.4,0.3,0.033,-5.4,-0.4,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
753,Mike Mitchell,0,0,1978,15,CLE,Auburn University,10,759,24537,15016,4246,1010,0.493,0.216,0.779,32.3,19.8,5.6,1.3,50.2,0.098,-1.9,0.4,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
754,Ken Higgs,0,0,1978,57,CLE,Louisiana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
755,Stan Rome,0,0,1978,78,CLE,Clemson University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
756,Ken Koenigs,0,0,1978,99,CLE,University of Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
757,Ron Bell,0,0,1978,123,CLE,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
759,Roland Martin,0,0,1978,161,CLE,Missouri Southern State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
760,Steve Bayless,0,0,1978,180,CLE,Central State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
761,Gary Winston,0,0,1978,194,CLE,United States Military Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,4
897,Eddie Jordan,0,0,1977,33,CLE,Rutgers University,7,420,8507,3414,788,1595,0.414,0.224,0.763,20.3,8.1,1.9,3.8,8.8,0.05,-1.1,1.9,Bill Fitch,2218 days 00:00:00.000000000,1,74,3
898,Steve Grote,0,0,1977,55,CLE,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,3
899,Melvin Jones,0,0,1977,77,CLE,West Texas A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,3
900,Al Smith,0,0,1977,99,CLE,Jackson State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,3
901,Ron Cox,0,0,1977,121,CLE,Eastern Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,3
902,Bob Riddle,0,0,1977,141,CLE,Eastern Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,3
903,Tom Cutter,0,0,1977,160,CLE,Western Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,3
1129,Bruce Flowers,0,0,1979,26,CLE,University of Notre Dame,1,53,699,261,180,47,0.534,0,0.774,13.2,4.9,3.4,0.9,1.7,0.119,0.1,0.4,Bill Fitch,2218 days 00:00:00.000000000,1,74,5
1130,Bill Laimbeer,0,0,1979,65,CLE,University of Notre Dame,14,1068,33956,13790,10400,2184,0.498,0.326,0.837,31.8,12.9,9.7,2,105.6,0.149,2,34.4,Bill Fitch,2218 days 00:00:00.000000000,1,74,5
1131,Rick Swing,0,0,1979,70,CLE,The Citadel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,5
1132,Matt Simpkins,0,0,1979,91,CLE,Georgia Southern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,5
1133,Joe Manning,0,0,1979,112,CLE,University of North Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,5
1134,Steve Skaggs,0,0,1979,131,CLE,Ohio University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,5
1135,Tim Joyce,0,0,1979,169,CLE,Ohio University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,5
1136,Terry Peavy,0,0,1979,188,CLE,Point Park University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,1,74,5
370,Dennis Johnson,2,5,1976,29,OKC,Pepperdine University,14,1100,35954,15535,4249,5499,0.445,0.172,0.797,32.7,14.1,3.9,5,82.6,0.11,0.6,23.6,Bill Russell,1454 days 00:00:00.000000000,1,53,2
371,Bob Wilkerson,0,0,1976,11,OKC,Indiana University,7,536,14883,5424,2236,1835,0.425,0.167,0.751,27.8,10.1,4.2,3.4,8.2,0.027,-1.8,0.6,Bill Russell,1454 days 00:00:00.000000000,1,53,2
372,Bayard Forrest,0,0,1976,19,OKC,Grand Canyon University,2,139,2130,569,565,296,0.449,0,0.509,15.3,4.1,4.1,2.1,2.7,0.06,-0.8,0.6,Bill Russell,1454 days 00:00:00.000000000,1,53,2
373,Willie Parr,0,0,1976,63,OKC,LeMoyne-Owen College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,1,53,2
374,Robert Gray,0,0,1976,80,OKC,Wichita State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,1,53,2
375,Darrell Peterson,0,0,1976,98,OKC,Wake Forest University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,1,53,2
376,Mark Klein,0,0,1976,116,OKC,Malone College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,1,53,2
377,Norton Barnhill,0,0,1976,134,OKC,Washington State University,1,4,10,4,3,1,0.333,0,0,2.5,1,0.8,0.3,0,-0.198,-7.2,0,Bill Russell,1454 days 00:00:00.000000000,1,53,2
378,Ron Johnson,0,0,1976,151,OKC,North Carolina Agricultural and Technical State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,1,53,2
379,Ricky Lewis,0,0,1976,167,OKC,Alcorn State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,1,53,2
2632,Ricky Berry,0,0,1988,18,SAC,San Jose State University,1,64,1406,706,197,80,0.45,0.406,0.789,22,11,3.1,1.3,2.4,0.083,-1.7,0.1,Bill Russell,652 days 00:00:00.000000000,1,53,13
2633,Vinny Del Negro,0,0,1988,29,SAC,North Carolina State University,12,771,19211,7038,1810,2484,0.475,0.359,0.84,24.9,9.1,2.3,3.2,40.6,0.101,-1.1,4.5,Bill Russell,652 days 00:00:00.000000000,1,53,13
2652,Pervis Ellison,0,0,1989,1,SAC,University of Louisville,11,474,11593,4494,3170,691,0.51,0.05,0.689,24.5,9.5,6.7,1.5,21.8,0.09,0.5,7.4,Bill Russell,652 days 00:00:00.000000000,1,53,14
76,Magic Johnson,10,12,1979,1,LAL,Michigan State University,13,906,33245,17707,6559,10141,0.52,0.303,0.848,36.7,19.5,7.2,11.2,155.8,0.225,7.2,77.4,Bill Sharman,2106 days 00:00:00.000000000,1,10,5
77,Brad Holland,0,0,1979,14,LAL,"University of California, Los Angeles",3,93,686,293,59,63,0.403,0.19,0.746,7.4,3.2,0.6,0.7,0.4,0.026,-5,-0.5,Bill Sharman,2106 days 00:00:00.000000000,1,10,5
78,Ollie Mack,0,0,1979,25,LAL,East Carolina University,3,128,2513,916,319,230,0.458,0,0.674,19.6,7.2,2.5,1.8,2.5,0.048,-1.9,0.1,Bill Sharman,2106 days 00:00:00.000000000,1,10,5
79,Victor King,0,0,1979,39,LAL,Louisiana Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,5
80,Mark Young,0,0,1979,41,LAL,Fairfield University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,5
81,Walter Daniels,0,0,1979,60,LAL,University of Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,5
82,Ray White,0,0,1979,79,LAL,Mississippi State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,5
83,Ricky Reed,0,0,1979,81,LAL,Temple University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,5
722,Kenny Carr,0,0,1977,6,LAL,North Carolina State University,10,674,17167,7813,4999,923,0.51,0.079,0.684,25.5,11.6,7.4,1.4,33.6,0.094,-1.1,4,Bill Sharman,2106 days 00:00:00.000000000,1,10,3
723,Brad Davis,0,0,1977,15,LAL,University of Maryland,15,961,22302,7866,1738,4709,0.51,0.321,0.828,23.2,8.2,1.8,4.9,53.6,0.115,-1.1,5.1,Bill Sharman,2106 days 00:00:00.000000000,1,10,3
724,Norm Nixon,0,0,1977,22,LAL,Duquesne University,10,768,27250,12065,1991,6386,0.483,0.294,0.772,35.5,15.7,2.6,8.3,47.6,0.084,-1.3,5.1,Bill Sharman,2106 days 00:00:00.000000000,1,10,3
725,James Edwards,0,0,1977,46,LAL,University of Washington,19,1168,28356,14862,6004,1499,0.495,0.048,0.698,24.3,12.7,5.1,1.3,59.7,0.101,-2,0.3,Bill Sharman,2106 days 00:00:00.000000000,1,10,3
726,Tony Robertson,0,0,1977,88,LAL,West Virginia University,2,75,1003,409,80,107,0.435,0,0.694,13.4,5.5,1.1,1.4,0.4,0.02,-3.2,-0.3,Bill Sharman,2106 days 00:00:00.000000000,1,10,3
727,John Robinson,0,0,1977,110,LAL,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,3
728,Grover Woolard,0,0,1977,131,LAL,Murray State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,3
729,Art Allen,0,0,1977,170,LAL,Pepperdine University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,3
1085,Ron Carter,0,0,1978,26,LAL,Virginia Military Institute,2,59,449,176,64,34,0.429,0,0.623,7.6,3,1.1,0.6,-0.2,-0.017,-5.9,-0.4,Bill Sharman,2106 days 00:00:00.000000000,1,10,4
1086,Lew Massey,0,0,1978,38,LAL,University of North Carolina at Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,4
1087,Michael Cooper,0,0,1978,60,LAL,University of New Mexico,12,873,23635,7729,2769,3666,0.469,0.34,0.833,27.1,8.9,3.2,4.2,52.5,0.107,1,18.2,Bill Sharman,2106 days 00:00:00.000000000,1,10,4
1088,Harold Robertson,0,0,1978,82,LAL,Lincoln University of Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,4
1089,Carlos Terry,0,0,1978,104,LAL,Winston-Salem State University,3,94,1078,285,227,124,0.434,0,0.672,11.5,3,2.4,1.3,1.5,0.066,0.4,0.6,Bill Sharman,2106 days 00:00:00.000000000,1,10,4
1090,Kim Stewart,0,0,1978,126,LAL,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,4
1091,Larry Paige,0,0,1978,147,LAL,Colorado State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,4
1355,Wayne Robinson,0,0,1980,31,LAL,Virginia Polytechnic Institute and State University,1,81,1592,643,294,112,0.46,0,0.729,19.7,7.9,3.6,1.4,1.7,0.052,-2.8,-0.3,Bill Sharman,2106 days 00:00:00.000000000,1,10,6
1356,Butch Carter,0,0,1980,37,LAL,Indiana University,6,361,6814,3137,546,683,0.475,0.307,0.788,18.9,8.7,1.5,1.9,8.5,0.06,-2.5,-0.8,Bill Sharman,2106 days 00:00:00.000000000,1,10,6
1357,Tony Jackson,0,0,1980,87,LAL,Florida State University,1,2,14,2,2,2,0.333,0,0,7,1,1,1,0,0.124,1.2,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,6
1358,Ron Baxter,0,0,1980,91,LAL,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,6
1359,Odis Boddie,0,0,1980,137,LAL,University of North Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,6
1360,Melvin Hooker,0,0,1980,178,LAL,Edinboro University of Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,6
1610,Mike McGee,0,0,1981,19,LAL,University of Michigan,9,520,9271,4968,1112,629,0.487,0.354,0.597,17.8,9.6,2.1,1.2,15.1,0.078,-0.9,2.5,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1611,Harvey Knuckles,0,0,1981,39,LAL,University of Toledo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1612,Elvis Rolle,0,0,1981,42,LAL,Florida State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1613,Zam Fredrick,0,0,1981,51,LAL,University of South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1614,Ron Cornelius,0,0,1981,65,LAL,University of the Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1615,Kevin McKenna,0,0,1981,88,LAL,Creighton University,6,243,3460,1320,317,342,0.414,0.367,0.819,14.2,5.4,1.3,1.4,4,0.056,-2.3,-0.2,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1616,Craig Watts,0,0,1981,111,LAL,North Carolina State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1617,Kevin Singleton,0,0,1981,134,LAL,University of California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1618,Larry Petty,0,0,1981,157,LAL,University of Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1619,Jay Triano,0,0,1981,179,LAL,Simon Fraser University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,1,10,7
1707,Sam Clancy,0,0,2002,44,PHI,University of Southern California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billy King,3486 days 00:00:00.000000000,1,97,25
1708,Jiri Welsch,0,0,2002,16,PHI,0,4,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-2.1,-0.1,Billy King,3486 days 00:00:00.000000000,0,97,25
3082,Larry Hughes,0,0,1998,8,PHI,Saint Louis University,13,727,22368,10242,3039,2290,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,-0.3,9.7,Billy King,3486 days 00:00:00.000000000,1,97,26
3083,Casey Shaw,0,0,1998,37,PHI,University of Toledo,1,9,14,2,3,0,0.125,0,0,1.6,0.2,0.3,0,-0.1,-0.498,-27.8,-0.1,Billy King,3486 days 00:00:00.000000000,1,97,26
3165,Todd MacCulloch,0,0,1999,47,PHI,University of Washington,4,223,3439,1369,888,121,0.541,0,0.642,15.4,6.1,4,0.5,11.9,0.166,0.2,1.9,Billy King,3486 days 00:00:00.000000000,1,97,27
3203,Speedy Claxton,0,0,2000,20,PHI,Hofstra University,7,334,8548,3096,830,1441,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.7,2.8,Billy King,3486 days 00:00:00.000000000,1,97,28
3204,Mark Karcher,0,0,2000,48,PHI,Temple University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billy King,3486 days 00:00:00.000000000,1,97,28
3254,Samuel Dalembert,0,0,2001,26,PHI,Seton Hall University,13,886,21646,6814,6942,465,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-0.7,7.2,Billy King,3486 days 00:00:00.000000000,1,97,29
3255,Damone Brown,0,0,2001,36,PHI,Syracuse University,4,39,351,108,52,19,0.336,0.286,0.667,9,2.8,1.3,0.5,-0.7,-0.1,-10.3,-0.7,Billy King,3486 days 00:00:00.000000000,1,97,29
3256,Alvin Jones,0,0,2001,56,PHI,Georgia Institute of Technology,1,23,126,26,36,3,0.4,0,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-4.5,-0.1,Billy King,3486 days 00:00:00.000000000,1,97,29
3361,Paccelis Morlende,0,0,2003,50,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billy King,3486 days 00:00:00.000000000,0,97,30
3379,Andre Iguodala,0,0,2004,9,PHI,University of Arizona,12,900,31836,12109,4829,4134,0.462,0.334,0.715,35.4,13.5,5.4,4.6,82,0.124,3,40.5,Billy King,3486 days 00:00:00.000000000,1,97,18
3465,Louis Williams,0,0,2005,45,PHI,0,11,701,16442,8604,1436,2036,0.416,0.342,0.818,23.5,12.3,2,2.9,41.5,0.121,0,8.3,Billy King,3486 days 00:00:00.000000000,0,97,16
3491,Thabo Sefolosha,0,0,2006,13,PHI,0,10,678,15615,3956,2605,1004,0.447,0.345,0.732,23,5.8,3.8,1.5,31.3,0.096,1.1,12,Billy King,3486 days 00:00:00.000000000,0,97,24
